Front,Back,Tags
"接地<br><span style=""font-size:0.55em;color:#666"">jiēdì</span>",ground<br><br>黑线一般接地。<br>Hēi xiàn yībān jiēdì.<br>The black wire is usually ground.,type::verb type::noun lesson::bonus5 frequency::medium topic::electronics
"数字<br><span style=""font-size:0.55em;color:#666"">shùzì</span>",digital<br><br>数字信号只有0和1。<br>Shùzì xìnhào zhǐ yǒu 0 hé 1.<br>Digital signals are only 0 and 1.,"type::adjective type::noun lesson::bonus5 frequency::high topic::electronics,math hsk::1"
"模拟<br><span style=""font-size:0.55em;color:#666"">mónǐ</span>",analog<br><br>模拟信号可以是任何值。<br>Mónǐ xìnhào kěyǐ shì rènhé zhí.<br>Analog signals can be any value.,type::adjective type::noun lesson::bonus5 frequency::high topic::electronics hsk::3
"脉冲宽度调制<br><span style=""font-size:0.55em;color:#666"">màichōng kuāndù tiáozhì</span>",PWM<br><br>脉冲宽度调制可以控制电机速度。<br>Màichōng kuāndù tiáozhì kěyǐ kòngzhì diànjī sùdù.<br>PWM can control motor speed.,type::noun lesson::bonus5 frequency::low topic::electronics
"编程<br><span style=""font-size:0.55em;color:#666"">biānchéng</span>",programming<br><br>我在学习编程。<br>Wǒ zài xuéxí biānchéng.<br>I am learning programming.,type::noun type::verb lesson::bonus6 frequency::high topic::programming hsk::3
"网站<br><span style=""font-size:0.55em;color:#666"">wǎngzhàn</span>",website<br><br>这个网站很有用。<br>Zhège wǎngzhàn hěn yǒuyòng.<br>This website is very useful.,type::noun lesson::bonus6 frequency::high topic::internet hsk::2
"前端<br><span style=""font-size:0.55em;color:#666"">qiánduān</span>",front-end<br><br>前端开发负责用户界面。<br>Qiánduān kāifā fùzé yònghù jièmiàn.<br>Front-end development is responsible for the user interface.,type::noun lesson::bonus6 frequency::medium topic::webdev
"后端<br><span style=""font-size:0.55em;color:#666"">hòuduān</span>",back-end<br><br>后端处理服务器和数据库。<br>Hòuduān chǔlǐ fúwùqì hé shùjùkù.<br>Back-end handles servers and databases.,type::noun lesson::bonus6 frequency::medium topic::webdev
"超文本标记语言<br><span style=""font-size:0.55em;color:#666"">chāowénběn biāojì yǔyán</span>",HTML<br><br>超文本标记语言是网页的基础。<br>Chāowénběn biāojì yǔyán shì wǎngyè de jīchǔ.<br>HTML is the foundation of web pages.,type::noun lesson::bonus6 frequency::low topic::webdev
"层叠样式表<br><span style=""font-size:0.55em;color:#666"">céngdié yàngshì biǎo</span>",CSS<br><br>层叠样式表控制网页的样式。<br>Céngdié yàngshì biǎo kòngzhì wǎngyè de yàngshì.<br>CSS controls the style of web pages.,type::noun lesson::bonus6 frequency::low topic::webdev
"脚本语言<br><span style=""font-size:0.55em;color:#666"">jiǎoběn yǔyán</span>",JavaScript<br><br>脚本语言让网页动起来。<br>Jiǎoběn yǔyán ràng wǎngyè dòng qǐlai.<br>JavaScript makes web pages interactive.,type::noun lesson::bonus6 frequency::low topic::webdev
"框架<br><span style=""font-size:0.55em;color:#666"">kuàngjià</span>",framework<br><br>使用框架可以加快开发速度。<br>Shǐyòng kuàngjià kěyǐ jiākuài kāifā sùdù.<br>Using a framework speeds up development.,type::noun lesson::bonus6 frequency::medium topic::webdev hsk::3
"响应式<br><span style=""font-size:0.55em;color:#666"">xiǎngyìng shì</span>",responsive<br><br>响应式设计适配手机和电脑。<br>Xiǎngyìng shì shèjì shìpèi shǒujī hé diànnǎo.<br>Responsive design adapts to phones and computers.,type::adjective lesson::bonus6 frequency::medium topic::webdev
"服务器<br><span style=""font-size:0.55em;color:#666"">fúwùqì</span>",server<br><br>服务器不能停机。<br>Fúwùqì bùnéng tíngjī.<br>The server cannot go down.,"type::noun lesson::bonus6 frequency::high topic::internet,computers hsk::2"
"数据库<br><span style=""font-size:0.55em;color:#666"">shùjùkù</span>",database<br><br>数据库里存储了用户信息。<br>Shùjùkù lǐ cúnchǔ le yònghù xìnxī.<br>User information is stored in the database.,type::noun lesson::bonus6 frequency::medium topic::computers hsk::3
"域名<br><span style=""font-size:0.55em;color:#666"">yùmíng</span>",domain name<br><br>我买了一个新域名。<br>Wǒ mǎi le yí ge xīn yùmíng.<br>I bought a new domain name.,type::noun lesson::bonus6 frequency::medium topic::internet
"托管<br><span style=""font-size:0.55em;color:#666"">tuōguǎn</span>",hosting<br><br>网站需要托管。<br>Wǎngzhàn xūyào tuōguǎn.<br>Websites need hosting.,type::verb type::noun lesson::bonus6 frequency::low topic::webdev
"版本控制<br><span style=""font-size:0.55em;color:#666"">bǎnběn kòngzhì</span>",version control<br><br>版本控制帮助团队合作。<br>Bǎnběn kòngzhì bāngzhù tuánduì hézuò.<br>Version control helps teams collaborate.,type::noun lesson::bonus6 frequency::low topic::programming
"仓库<br><span style=""font-size:0.55em;color:#666"">cāngkù</span>",repository<br><br>把代码推送到远程仓库。<br>Bǎ dàimǎ tuīsòng dào yuǎnchéng cāngkù.<br>Push the code to the remote repository.,type::noun lesson::bonus6 frequency::medium topic::programming hsk::3
"部署<br><span style=""font-size:0.55em;color:#666"">bùshǔ</span>","to deploy<br><br>代码写好后要部署到服务器。<br>Dàimǎ xiě hǎo hòu yào bùshǔ dào fúwùqì.<br>After writing the code, deploy it to the server.",type::verb lesson::bonus6 frequency::medium topic::programming
"调试<br><span style=""font-size:0.55em;color:#666"">tiáoshì</span>",to debug<br><br>这个bug很难调试。<br>Zhège bug hěn nán tiáoshì.<br>This bug is very hard to debug.,type::verb lesson::bonus6 frequency::medium topic::programming
"变量<br><span style=""font-size:0.55em;color:#666"">biànliàng</span>",variable<br><br>变量可以存储数据。<br>Biànliàng kěyǐ cúnchǔ shùjù.<br>Variables can store data.,type::noun lesson::bonus6 frequency::high topic::programming hsk::3
"函数<br><span style=""font-size:0.55em;color:#666"">hánshù</span>",function<br><br>把重复的代码写成函数。<br>Bǎ chóngfù de dàimǎ xiě chéng hánshù.<br>Write repeated code as a function.,type::noun lesson::bonus6 frequency::high topic::programming hsk::3
"循环<br><span style=""font-size:0.55em;color:#666"">xúnhuán</span>",loop<br><br>循环可以重复执行代码。<br>Xúnhuán kěyǐ chóngfù zhíxíng dàimǎ.<br>Loops can execute code repeatedly.,type::noun type::verb lesson::bonus6 frequency::high topic::programming hsk::3
"数组<br><span style=""font-size:0.55em;color:#666"">shùzǔ</span>",array<br><br>数组可以存储多个值。<br>Shùzǔ kěyǐ cúnchǔ duō ge zhí.<br>An array can store multiple values.,type::noun lesson::bonus6 frequency::medium topic::programming
"游戏<br><span style=""font-size:0.55em;color:#666"">yóuxì</span>",game<br><br>我喜欢玩电脑游戏。<br>Wǒ xǐhuan wán diànnǎo yóuxì.<br>I like playing computer games.,type::noun lesson::bonus7 frequency::high topic::gaming hsk::1
"玩家<br><span style=""font-size:0.55em;color:#666"">wánjiā</span>",player (gamer)<br><br>他是一个资深玩家。<br>Tā shì yí ge zīshēn wánjiā.<br>He is an experienced gamer.,type::noun lesson::bonus7 frequency::medium topic::gaming
"帧率<br><span style=""font-size:0.55em;color:#666"">zhēnlǜ</span>","frame rate<br><br>帧率太低会卡顿。<br>Zhēnlǜ tài dī huì kǎdùn.<br>If the frame rate is too low, it will stutter.","type::noun lesson::bonus7 frequency::low topic::gaming,computers"
"分辨率<br><span style=""font-size:0.55em;color:#666"">fēnbiànlǜ</span>",resolution<br><br>4K分辨率很清晰。<br>4K fēnbiànlǜ hěn qīngxī.<br>4K resolution is very clear.,"type::noun lesson::bonus7 frequency::medium topic::computers,gaming hsk::3"
"延迟<br><span style=""font-size:0.55em;color:#666"">yánchí</span>",lag / latency<br><br>网络延迟很高。<br>Wǎngluò yánchí hěn gāo.<br>The network latency is very high.,"type::noun lesson::bonus7 frequency::medium topic::gaming,internet"
"键盘<br><span style=""font-size:0.55em;color:#666"">jiànpán</span>",keyboard<br><br>我的键盘坏了。<br>Wǒ de jiànpán huài le.<br>My keyboard is broken.,type::noun lesson::bonus7 frequency::high topic::computers hsk::2
"鼠标<br><span style=""font-size:0.55em;color:#666"">shǔbiāo</span>",mouse<br><br>无线鼠标很方便。<br>Wúxiàn shǔbiāo hěn fāngbiàn.<br>A wireless mouse is very convenient.,type::noun lesson::bonus7 frequency::high topic::computers hsk::2
"显示器<br><span style=""font-size:0.55em;color:#666"">xiǎnshìqì</span>",monitor<br><br>这个显示器色彩很好。<br>Zhège xiǎnshìqì sècǎi hěn hǎo.<br>This monitor has good colors.,type::noun lesson::bonus7 frequency::medium topic::computers
"刷新率<br><span style=""font-size:0.55em;color:#666"">shuāxīnlǜ</span>",refresh rate<br><br>144Hz刷新率玩游戏很爽。<br>Yībǎi sìshísì Hz shuāxīnlǜ wán yóuxì hěn shuǎng.<br>144Hz refresh rate is great for gaming.,"type::noun lesson::bonus7 frequency::low topic::gaming,computers"
"机械键盘<br><span style=""font-size:0.55em;color:#666"">jīxiè jiànpán</span>",mechanical keyboard<br><br>机械键盘手感很好。<br>Jīxiè jiànpán shǒugǎn hěn hǎo.<br>Mechanical keyboards feel very good.,"type::noun lesson::bonus7 frequency::low topic::gaming,computers"
"游戏手柄<br><span style=""font-size:0.55em;color:#666"">yóuxì shǒubǐng</span>",game controller<br><br>用游戏手柄玩赛车游戏更好。<br>Yòng yóuxì shǒubǐng wán sàichē yóuxì gèng hǎo.<br>Using a game controller is better for racing games.,type::noun lesson::bonus7 frequency::medium topic::gaming
"耳机<br><span style=""font-size:0.55em;color:#666"">ěrjī</span>",headset / headphones<br><br>玩游戏需要好的耳机。<br>Wán yóuxì xūyào hǎo de ěrjī.<br>Playing games requires good headphones.,"type::noun lesson::bonus7 frequency::high topic::electronics,gaming hsk::2"
"麦克风<br><span style=""font-size:0.55em;color:#666"">màikèfēng</span>","microphone<br><br>麦克风坏了，听不见我说话。<br>Màikèfēng huài le, tīng bú jiàn wǒ shuōhuà.<br>The microphone is broken, you can't hear me.","type::noun lesson::bonus7 frequency::medium topic::electronics,gaming"
"流媒体<br><span style=""font-size:0.55em;color:#666"">liú méitǐ</span>",streaming<br><br>他在做游戏流媒体直播。<br>Tā zài zuò yóuxì liú méitǐ zhíbō.<br>He is doing game streaming.,"type::noun lesson::bonus7 frequency::medium topic::internet,gaming"
"直播<br><span style=""font-size:0.55em;color:#666"">zhíbō</span>",live stream<br><br>我晚上八点开直播。<br>Wǒ wǎnshang bā diǎn kāi zhíbō.<br>I start my live stream at 8 PM.,"type::noun type::verb lesson::bonus7 frequency::high topic::internet,gaming hsk::3"
"下载<br><span style=""font-size:0.55em;color:#666"">xiàzài</span>",to download<br><br>我在下载一个新游戏。<br>Wǒ zài xiàzài yí ge xīn yóuxì.<br>I am downloading a new game.,"type::verb lesson::bonus7 frequency::high topic::computers,internet hsk::2"
"更新<br><span style=""font-size:0.55em;color:#666"">gēngxīn</span>",to update<br><br>游戏需要更新。<br>Yóuxì xūyào gēngxīn.<br>The game needs to update.,"type::verb type::noun lesson::bonus7 frequency::high topic::computers,gaming hsk::2"
"补丁<br><span style=""font-size:0.55em;color:#666"">bǔdīng</span>",patch<br><br>新补丁修复了很多bug。<br>Xīn bǔdīng xiūfù le hěn duō bug.<br>The new patch fixed many bugs.,"type::noun lesson::bonus7 frequency::low topic::gaming,computers"
"成就<br><span style=""font-size:0.55em;color:#666"">chéngjiù</span>",achievement<br><br>我解锁了一个新成就。<br>Wǒ jiěsuǒ le yí ge xīn chéngjiù.<br>I unlocked a new achievement.,type::noun lesson::bonus7 frequency::high topic::gaming hsk::3
"多人<br><span style=""font-size:0.55em;color:#666"">duōrén</span>",multiplayer<br><br>这个游戏支持多人模式。<br>Zhège yóuxì zhīchí duōrén móshì.<br>This game supports multiplayer mode.,type::adjective type::noun lesson::bonus7 frequency::high topic::gaming
"单人<br><span style=""font-size:0.55em;color:#666"">dānrén</span>",single player<br><br>单人游戏可以慢慢玩。<br>Dānrén yóuxì kěyǐ mànmàn wán.<br>Single-player games can be played slowly.,type::adjective type::noun lesson::bonus7 frequency::high topic::gaming
"微缩模型<br><span style=""font-size:0.55em;color:#666"">wēisuō móxíng</span>",miniature<br><br>我喜欢涂装微缩模型。<br>Wǒ xǐhuan túzhuāng wēisuō móxíng.<br>I like painting miniatures.,"type::noun lesson::bonus8 frequency::low topic::miniatures,painting"
"涂装<br><span style=""font-size:0.55em;color:#666"">túzhuāng</span>",painting (miniatures)<br><br>微缩模型涂装需要耐心。<br>Wēisuō móxíng túzhuāng xūyào nàixīn.<br>Painting miniatures requires patience.,"type::verb type::noun lesson::bonus8 frequency::low topic::miniatures,painting"
"底漆<br><span style=""font-size:0.55em;color:#666"">dǐqī</span>",primer<br><br>涂装前先喷底漆。<br>Túzhuāng qián xiān pēn dǐqī.<br>Spray primer before painting.,"type::noun lesson::bonus8 frequency::low topic::miniatures,painting"
"丙烯酸颜料<br><span style=""font-size:0.55em;color:#666"">bǐngxīsuān yánliào</span>",acrylic paint<br><br>微缩模型常用丙烯酸颜料。<br>Wēisuō móxíng cháng yòng bǐngxīsuān yánliào.<br>Acrylic paint is commonly used for miniatures.,"type::noun lesson::bonus8 frequency::low topic::painting,art"
"画笔<br><span style=""font-size:0.55em;color:#666"">huàbǐ</span>",paintbrush<br><br>用小号画笔涂细节。<br>Yòng xiǎo hào huàbǐ tú xìjié.<br>Use a small brush for details.,"type::noun lesson::bonus8 frequency::high topic::art,drawing hsk::2"
"干扫<br><span style=""font-size:0.55em;color:#666"">gānsǎo</span>",dry brushing<br><br>干扫可以让边缘更突出。<br>Gānsǎo kěyǐ ràng biānyuán gèng tūchū.<br>Dry brushing makes edges stand out more.,"type::verb type::noun lesson::bonus8 frequency::low topic::miniatures,painting"
"渍洗<br><span style=""font-size:0.55em;color:#666"">zìxǐ</span>",wash<br><br>渍洗可以加深阴影。<br>Zìxǐ kěyǐ jiāshēn yīnyǐng.<br>Wash can deepen shadows.,"type::verb type::noun lesson::bonus8 frequency::low topic::miniatures,painting"
"高光<br><span style=""font-size:0.55em;color:#666"">gāoguāng</span>",highlight<br><br>给边缘加上高光。<br>Gěi biānyuán jiā shàng gāoguāng.<br>Add highlights to the edges.,"type::noun lesson::bonus8 frequency::medium topic::art,painting"
"阴影<br><span style=""font-size:0.55em;color:#666"">yīnyǐng</span>",shadow<br><br>阴影让颜色更有层次。<br>Yīnyǐng ràng yánsè gèng yǒu céngcì.<br>Shadows give colors more depth.,"type::noun lesson::bonus8 frequency::high topic::art,lighting hsk::2"
"调色板<br><span style=""font-size:0.55em;color:#666"">tiáosèbǎn</span>",palette<br><br>把颜料挤在调色板上。<br>Bǎ yánliào jǐ zài tiáosèbǎn shàng.<br>Squeeze the paint onto the palette.,"type::noun lesson::bonus8 frequency::low topic::art,painting"
